date,Tahvil
2002-10-14,1.4916658939950032
2002-10-15,1.4946946811702426
2002-10-16,1.4976684442446748
2002-10-17,1.5006129032522695
2002-10-18,1.5035234541252573
2002-10-21,1.5064186067743788
2002-10-22,1.5092744533036098
2002-10-23,1.5121531040668872
2002-10-24,1.515056386604208
2002-10-25,1.518007989890123
2002-10-28,1.520928549916127
2002-10-29,1.523854728931571
2002-10-30,1.5268064546988784
2002-10-31,1.5297206949297437
2002-11-01,1.5326509007210394
2002-11-04,1.5355730578779574
2002-11-05,1.5382522440189157
2002-11-06,1.5409183743255226
2002-11-07,1.5435259680090603
2002-11-08,1.5460678327699062
2002-11-11,1.5485909294643043
2002-11-12,1.5511702347351606
2002-11-13,1.553752285058301
2002-11-14,1.5562961431766986
2002-11-15,1.5587716321757317
2002-11-18,1.5611911789578463
2002-11-19,1.5636903467652001
2002-11-20,1.5662121656026204
2002-11-21,1.5687118030046323
2002-11-22,1.5712170263707572
2002-11-25,1.5737827494996255
2002-11-26,1.576308070943501
2002-11-27,1.5788338413348357
2002-11-28,1.5813343067210273
2002-11-29,1.5838592858275113
2002-12-02,1.5863038983763298
2002-12-03,1.5887771946301381
2002-12-04,1.5911518609379904
2002-12-05,1.593530076541548
2002-12-06,1.595911846745767
2002-12-09,1.5984941162441682
2002-12-10,1.601103172719757
2002-12-11,1.603597897766106
2002-12-12,1.6060580662212303
2002-12-13,1.6085381843101263
2002-12-16,1.6109813432586304
2002-12-17,1.6135512012037323
2002-12-18,1.6162322471691444
2002-12-19,1.6189933123136824
2002-12-20,1.621753488956652
2002-12-23,1.624545996155005
2002-12-24,1.6274089948374815
2002-12-25,1.630240037115149
2002-12-26,1.6330153532741907
2002-12-27,1.63580751111554
2002-12-30,1.6385703985948021
2002-12-31,1.641372054548536
2003-01-01,1.6441785008219838
2003-01-02,1.6470160985337687
2003-01-03,1.649849265025982
2003-01-06,1.6526970555726879
2003-01-07,1.6555955499791775
2003-01-08,1.658552697117743
2003-01-09,1.661493391464132
2003-01-10,1.6643910560101773
2003-01-13,1.6673222462325892
2003-01-14,1.6702059378209735
2003-01-15,1.6731269733666796
2003-01-16,1.6760518896168277
2003-01-17,1.678997482705246
2003-01-20,1.6819617617442868
2003-01-21,1.6849169201030127
2003-01-22,1.6879166355089827
2003-01-23,1.6908974835408392
2003-01-24,1.6938596681634428
2003-01-27,1.6968332494804315
2003-01-28,1.69980583262498
2003-01-29,1.7027753084638901
2003-01-30,1.7057282661510766
2003-01-31,1.708699733848623
2003-02-03,1.7116801453102648
2003-02-04,1.7147042099581042
2003-02-05,1.7177673496176882
2003-02-06,1.7207891900907593
2003-02-07,1.7238243181058222
2003-02-10,1.7268534485463138
2003-02-17,1.7299081033538148
2003-02-18,1.7329187255858425
2003-02-19,1.7359094751960418
2003-02-20,1.7389041047647817
2003-02-21,1.741880749561438
2003-02-24,1.7448071987916685
2003-02-25,1.7477779857219211
2003-02-26,1.7507659348095663
2003-02-27,1.7537134121676585
2003-02-28,1.7566269102058232
2003-03-03,1.7598162374539414
2003-03-04,1.7630619404032688
2003-03-05,1.766149683794546
2003-03-06,1.7692307352603043
2003-03-07,1.7723210599270078
2003-03-10,1.7753789395678337
2003-03-11,1.7784617289497067
2003-03-12,1.7815642588015381
2003-03-13,1.784709620032551
2003-03-14,1.7879297370350564
2003-03-17,1.791481971187902
2003-03-18,1.7947238046524074
2003-03-19,1.798180525246597
2003-03-20,1.8016978951556404
2003-03-21,1.805299827112811
2003-03-24,1.8091317873842196
2003-03-25,1.812857651207473
2003-03-26,1.8163276616426136
2003-03-27,1.8198332034870877
2003-03-28,1.8233446614517876
2003-03-31,1.826869276983542
2003-04-01,1.8303738104409113
2003-04-02,1.83387649067132
2003-04-03,1.8373306340704478
2003-04-04,1.8407734646053784
2003-04-07,1.8442201301161578
2003-04-08,1.8476863454176313
2003-04-09,1.8511664999570172
2003-04-10,1.85473928132446
2003-04-11,1.8582859792202553
2003-04-14,1.8617318961362768
2003-04-15,1.865073453413737
2003-04-16,1.8683557948973009
2003-04-17,1.8716302282753134
2003-04-18,1.8749117723796687
2003-04-21,1.8781263259578527
2003-04-22,1.8813732252169983
2003-04-23,1.8846257377060176
2003-04-24,1.887886653028454
2003-04-25,1.891083740758807
2003-04-28,1.8942155129085356
2003-04-29,1.8973685902869437
2003-04-30,1.9004864853720786
2003-05-01,1.903577904436548
2003-05-02,1.9066820376148885
2003-05-05,1.9098003636030179
2003-05-06,1.9129367668590638
2003-05-07,1.9160624305929046
2003-05-08,1.9191345475220118
2003-05-09,1.9221871776277175
2003-05-12,1.9252117719414217
2003-05-13,1.9281807625130483
2003-05-14,1.9312088630237099
2003-05-15,1.9343458671194778
2003-05-16,1.9374703548489904
2003-05-19,1.9405998894647594
2003-05-20,1.943777596728155
2003-05-21,1.9469138731287121
2003-05-22,1.9499474158042462
2003-05-23,1.9529625992434343
2003-05-26,1.9559995417173628
2003-05-27,1.9590547771034654
2003-05-28,1.962054190377203
2003-05-29,1.9650230797492263
2003-05-30,1.96797394941446
2003-06-02,1.9709691724861342
2003-06-03,1.973974065107357
2003-06-04,1.976924466032564
2003-06-05,1.9798952697003864
2003-06-06,1.9828741498135796
2003-06-09,1.9859002758699704
2003-06-10,1.9889119571188552
2003-06-11,1.9919400792404331
2003-06-12,1.9949903570679381
2003-06-13,1.998067472378048
2003-06-16,2.001126098996897
2003-06-17,2.004192514513432
2003-06-18,2.0072838234257624
2003-06-19,2.010407302493238
2003-06-20,2.013547521803138
2003-06-23,2.016776964152333
2003-06-24,2.0199849070686935
2003-06-25,2.023203612869196
2003-06-26,2.0264191999021297
2003-06-27,2.0296507379734017
2003-06-30,2.032907038412455
2003-07-01,2.0361551302235013
2003-07-02,2.039389744514217
2003-07-03,2.0426133616301936
2003-07-04,2.0457823568971234
2003-07-07,2.04908580836491
2003-07-08,2.0524494097131982
2003-07-09,2.055904271413401
2003-07-10,2.0592852676424207
2003-07-11,2.0625817886043736
2003-07-14,2.065834683964088
2003-07-15,2.069045553407392
2003-07-16,2.0721671871769485
2003-07-17,2.0752350676678644
2003-07-18,2.078306401920825
2003-07-21,2.081386095733229
2003-07-22,2.0845198443969517
2003-07-23,2.0876762106192075
2003-07-24,2.090880649782977
2003-07-25,2.0940493643209286
2003-07-28,2.0971885301361706
2003-07-29,2.1003717069551477
2003-07-30,2.1035323989035875
2003-07-31,2.1066764442310477
2003-08-01,2.109814725695798
2003-08-04,2.112796050766244
2003-08-05,2.1157323986761685
2003-08-06,2.1186255557959184
2003-08-07,2.1215648858537617
2003-08-08,2.12448489800854
2003-08-11,2.127400341152529
2003-08-12,2.130267419737635
2003-08-13,2.133101863846935
2003-08-14,2.135949376474128
2003-08-15,2.1387838090216054
2003-08-18,2.1416476363090267
2003-08-19,2.144536240105915
2003-08-20,2.1474060199827307
2003-08-21,2.150240996869222
2003-08-22,2.1530443828443073
2003-08-25,2.15585378707525
2003-08-26,2.1586134496746157
2003-08-27,2.1613282218385965
2003-08-28,2.164103839857454
2003-08-29,2.166842930113409
2003-09-01,2.1695638381227087
2003-09-02,2.172276699896973
2003-09-03,2.1749729824112802
2003-09-04,2.1776823127125056
2003-09-05,2.1803992639795102
2003-09-08,2.18312142633447
2003-09-09,2.1858627752765813
2003-09-10,2.1885508861661194
2003-09-11,2.1911999505645037
2003-09-12,2.193838656727436
2003-09-15,2.196487333739705
2003-09-16,2.1990945908197332
2003-09-17,2.2017055647822454
2003-09-18,2.2042634056519463
2003-09-19,2.206815427043324
2003-09-22,2.209318036973366
2003-09-23,2.2118317174626316
2003-09-24,2.2143539591868366
2003-09-25,2.216864483046963
2003-09-26,2.2193689475773652
2003-09-29,2.2219200937041217
2003-09-30,2.224499520770446
2003-10-01,2.22709713312718
2003-10-02,2.2297192783796
2003-10-03,2.232286142523862
2003-10-06,2.2347165418486865
2003-10-07,2.237033391947373
2003-10-08,2.2393355223661637
2003-10-09,2.2416479365715314
2003-10-10,2.243943579379878
2003-10-13,2.246251498539924
2003-10-14,2.2485664241537737
2003-10-15,2.2508379144851425
2003-10-16,2.2530863355792023
2003-10-17,2.2553623919020365
2003-10-20,2.2576527602934697
2003-10-21,2.2599434515852117
2003-10-22,2.2622624969046594
2003-10-23,2.264606574677998
2003-10-24,2.2669969328691626
2003-10-27,2.269407047042128
2003-10-28,2.2718448759138234
2003-10-30,2.2742402144422003
2003-10-31,2.2766147453761145
2003-11-03,2.2789629740543327
2003-11-04,2.2812779832095655
2003-11-05,2.2835676447837736
2003-11-06,2.285951244164253
2003-11-07,2.288319195005712
2003-11-10,2.2906443849548896
2003-11-11,2.292944126756779
2003-11-12,2.2952414157290066
2003-11-13,2.297517135471705
2003-11-14,2.2997821132796
2003-11-17,2.3020992104014426
2003-11-18,2.304341223495167
2003-11-20,2.3066039977454937
2003-11-21,2.3089259174293373
2003-12-01,2.3112576988876468
2003-12-02,2.3135217478873282
2003-12-03,2.3157804158633293
2003-12-04,2.3180661581229502
2003-12-05,2.3203070767938256
2003-12-08,2.3225292922858656
2003-12-09,2.3247208110979383
2003-12-10,2.3269227979845075
2003-12-11,2.329158331270206
2003-12-12,2.331386226923224
2003-12-15,2.3335762647932388
2003-12-16,2.335736634179875
2003-12-17,2.337874227698056
2003-12-18,2.3400045492173884
2003-12-19,2.3421311231361055
2003-12-22,2.3442503693244787
2003-12-23,2.3463572549731557
2003-12-24,2.348451004405336
2003-12-25,2.3505250885658966
2003-12-26,2.3525966878289273
2003-12-29,2.3546600237681234
2003-12-30,2.3567150601849147
2003-12-31,2.3587755049977583
2004-01-02,2.360821096446458
2004-01-05,2.362782459218588
2004-01-06,2.3647630239428614
2004-01-07,2.3667261945279727
2004-01-08,2.3686762984502145
2004-01-09,2.3706346309661663
2004-01-12,2.372560659475846
2004-01-13,2.374501552803733
2004-01-14,2.3764705978877325
2004-01-15,2.378441275793803
2004-01-16,2.380435702571259
2004-01-19,2.382488367839305
2004-01-20,2.384535470196588
2004-01-21,2.3865504954922265
2004-01-22,2.3885465492891127
2004-01-23,2.3905368714370603
2004-01-26,2.3925318156956257
2004-01-27,2.3945180392778456
2004-01-28,2.396545199504351
2004-01-29,2.398608806320981
2004-01-30,2.40068304418746
2004-02-05,2.4026961216580878
2004-02-06,2.404744297039923
2004-02-09,2.406816443951861
2004-02-10,2.4088829674186965
2004-02-11,2.410946070962038
2004-02-12,2.4129617818539777
2004-02-13,2.4149851555818413
2004-02-16,2.4169562441987145
2004-02-17,2.4189093552028424
2004-02-18,2.420873850741598
2004-02-19,2.4228376778226512
2004-02-20,2.4248000761297113
2004-02-23,2.42677011150163
2004-02-24,2.42875384076072
2004-02-25,2.43073087231016
2004-02-26,2.4327291810657226
2004-02-27,2.4347382036982275
2004-03-01,2.436765506741433
2004-03-02,2.438770291543433
2004-03-03,2.4407699008729846
2004-03-04,2.4427506286451393
2004-03-05,2.444755780768815
2004-03-08,2.4467420292068742
2004-03-09,2.448711572565043
2004-03-10,2.4506849949764535
2004-03-11,2.452660772812284
2004-03-12,2.4546412055522766
2004-03-15,2.45661557437157
2004-03-16,2.458591531256861
2004-03-17,2.4605644692797437
2004-03-18,2.462548212091243
2004-03-19,2.4645058403102897
2004-03-22,2.4664441696648667
2004-03-23,2.468388665575591
2004-03-24,2.470316098002679
2004-03-25,2.47225201883905
2004-03-26,2.4741645842844684
2004-03-29,2.4760669389533376
2004-03-30,2.4779441847077806
2004-03-31,2.479823636873478
2004-04-01,2.481700595112622
2004-04-02,2.4835538325447195
2004-04-05,2.485423400747293
2004-04-06,2.4873077401622115
2004-04-07,2.489202152040801
2004-04-08,2.491136446228847
2004-04-09,2.493047138098999
2004-04-12,2.494996957926557
2004-04-13,2.496959268489603
2004-04-14,2.4989231224063326
2004-04-15,2.500902623599335
2004-04-16,2.5028672246389267
2004-04-19,2.504806625548985
2004-04-20,2.506755408742714
2004-04-21,2.5087301128498414
2004-04-22,2.5107142381210044
2004-04-26,2.5127133000422663
2004-04-27,2.514761806141476
2004-04-28,2.516819028320926
2004-04-29,2.5189427266824462
2004-04-30,2.521054970056333
2004-05-03,2.5231853596436764
2004-05-04,2.525374306863675
2004-05-05,2.5275356237720557
2004-05-06,2.529719021626934
2004-05-07,2.532020312964716
2004-05-10,2.534483218282639
2004-05-11,2.5370360325331247
2004-05-12,2.539454385341805
2004-05-13,2.5420046784503927
2004-05-14,2.5444514197245423
2004-05-17,2.5469005160466245
2004-05-18,2.5494303003519385
2004-05-20,2.5519762360720106
2004-05-21,2.5544966307456964
2004-05-24,2.556939300848993
2004-05-25,2.559394282873307
2004-05-26,2.5617776422263647
2004-05-27,2.5641887377535757
2004-05-28,2.5665719109443854
2004-05-31,2.5689828755525546
2004-06-01,2.5714224123696447
2004-06-02,2.5738789506305726
2004-06-03,2.5762882368446873
2004-06-04,2.5786334581134134
2004-06-07,2.580930540182733
2004-06-08,2.583295660112897
2004-06-09,2.5856637311056065
2004-06-10,2.5880214146623506
2004-06-11,2.590354484918919
2004-06-14,2.5927353112111624
2004-06-15,2.5951277538762407
2004-06-16,2.597537327669529
2004-06-17,2.5999412797513535
2004-06-18,2.602332493722826
2004-06-21,2.604729850328693
2004-06-22,2.607138093468367
2004-06-23,2.609545405495863
2004-06-24,2.6119778323094547
2004-06-25,2.6144148938307445
2004-06-28,2.6168652799399914
2004-06-29,2.619337684597837
2004-06-30,2.6217871503863726
2004-07-01,2.6241944819787832
2004-07-02,2.626596063147242
2004-07-05,2.628975900187339
2004-07-06,2.6313682846865443
2004-07-07,2.6337195736955152
2004-07-08,2.6360970482767145
2004-07-09,2.6384911054605356
2004-07-12,2.6408728873323053
2004-07-13,2.6432471661231247
2004-07-14,2.645597769920424
2004-07-15,2.647956928335212
2004-07-16,2.6502939067775655
2004-07-19,2.6526410558639757
2004-07-20,2.6550097341842336
2004-07-21,2.657387818576616
2004-07-22,2.6597761352560934
2004-07-23,2.662160922429477
2004-07-26,2.664581887381265
2004-07-27,2.66702528062584
2004-07-28,2.669459582013208
2004-07-29,2.671881503379246
2004-07-30,2.6742885448822884
2004-08-02,2.6766879749394143
2004-08-03,2.6790674993749626
2004-08-04,2.6814687664211934
2004-08-05,2.6838525408889677
2004-08-06,2.6862548223365668
2004-08-09,2.6886099685226013
2004-08-10,2.690979533713146
2004-08-11,2.6933082587918253
2004-08-12,2.695643138134788
2004-08-13,2.6979717547485227
2004-08-16,2.7002998934263114
2004-08-17,2.7026084218736415
2004-08-18,2.7049347405026722
2004-08-19,2.707277205121614
2004-08-20,2.7096358349967975
2004-08-23,2.7120139715826226
2004-08-24,2.7143708993590043
2004-08-25,2.716724038299326
2004-08-26,2.7190783823501334
2004-08-27,2.721428079563378
2004-08-31,2.7237873365053153
2004-09-01,2.7261369141051666
2004-09-02,2.7284960637457547
2004-09-03,2.730860609568139
2004-09-06,2.733252351967006
2004-09-07,2.7356344508178414
2004-09-08,2.737929246465513
2004-09-09,2.7402056078797297
2004-09-10,2.7424966015923156
2004-09-13,2.7448022457493817
2004-09-14,2.7471013328343323
2004-09-15,2.74941254793101
2004-09-16,2.751740156106015
2004-09-17,2.7541653601198632
2004-09-20,2.756705927887727
2004-09-21,2.7592095199442697
2004-09-22,2.7616640904527436
2004-09-23,2.7639858489082454
2004-09-24,2.7663044272162516
2004-09-27,2.7686275189685214
2004-09-28,2.7709508479096527
2004-09-29,2.7732778416408532
2004-09-30,2.7755835924844012
2004-10-01,2.7779256370498997
2004-10-04,2.7802636447981004
2004-10-05,2.7825924348770257
2004-10-06,2.7848990240606626
2004-10-07,2.7871737670160255
2004-10-08,2.7894121230071254
2004-10-11,2.7916670810659765
2004-10-12,2.79390817341127
2004-10-13,2.7961047004552086
2004-10-14,2.7982968110348727
2004-10-15,2.8005003000202864
2004-10-18,2.802655335441111
2004-10-19,2.804819092715021
2004-10-20,2.8070030546256546
2004-10-21,2.8091701685053136
2004-10-22,2.811345146636118
2004-10-25,2.813539491992008
2004-10-26,2.815744387847605
2004-10-27,2.817947474616651
2004-10-28,2.8201531701695197
2004-11-01,2.8223774076540313
2004-11-02,2.8245927737329364
2004-11-03,2.826829366454872
2004-11-04,2.8290677301744003
2004-11-05,2.8313229250238825
2004-11-08,2.8336091134280705
2004-11-09,2.8359421522811092
2004-11-10,2.8382356099044546
2004-11-11,2.840562750933157
2004-11-12,2.842881192059363
2004-11-17,2.8451687260888607
2004-11-18,2.847458989263501
2004-11-19,2.8497528741824207
2004-11-22,2.8520503863383873
2004-11-23,2.854339062020723
2004-11-24,2.8566242217266984
2004-11-25,2.858907638235547
2004-11-26,2.8611964555049907
2004-11-29,2.8635584309336584
2004-11-30,2.865965852974169
2004-12-01,2.868292528131045
2004-12-02,2.8706184096213474
2004-12-03,2.872894144730614
2004-12-06,2.8751770822438854
2004-12-07,2.8774798234807553
2004-12-08,2.8798194331664657
2004-12-09,2.8821878337763747
2004-12-10,2.8845626610006985
2004-12-13,2.8869286839700767
2004-12-14,2.8892795740654806
2004-12-15,2.8915519871879773
2004-12-16,2.8938025742139573
2004-12-17,2.8960120668992575
2004-12-20,2.898167349295332
2004-12-21,2.9003306691335573
2004-12-22,2.902456918783978
2004-12-23,2.904571792997435
2004-12-24,2.9066882082132444
2004-12-27,2.908801535838851
2004-12-28,2.9108978485252837
2004-12-29,2.9129984586576216
2004-12-30,2.9150642777173617
2004-12-31,2.9171502085924206
2005-01-03,2.9191824955973513
2005-01-04,2.921229315229714
2005-01-05,2.9233112526423803
2005-01-06,2.9254170891718556
2005-01-07,2.927502946712894
2005-01-10,2.9296220763291734
2005-01-11,2.931695932696349
2005-01-12,2.933758107045827
2005-01-13,2.9358029063531164
2005-01-14,2.9378510161441653
2005-01-17,2.939891118650523
2005-01-18,2.9419543442485607
2005-01-19,2.9440114671803754
2005-01-24,2.9460813605340217
2005-01-25,2.948133802964599
2005-01-26,2.9501478419298612
2005-01-27,2.9521366054478717
2005-01-28,2.95412480229816
2005-01-31,2.956118155083042
2005-02-01,2.9580573446918392
2005-02-02,2.9599622311838045
2005-02-03,2.9618336016626783
2005-02-04,2.9636993831968046
2005-02-07,2.9655624660664497
2005-02-08,2.9674267201337536
2005-02-09,2.96930377880904
2005-02-10,2.9711684436394004
2005-02-11,2.9730206736198563
2005-02-14,2.9748604278216657
2005-02-15,2.9767149593895006
2005-02-16,2.978595949355457
2005-02-17,2.9804606058232728
2005-02-18,2.982341042343412
2005-02-21,2.9842275351380647
2005-02-22,2.9861278812743866
2005-02-23,2.9880128687751046
2005-02-24,2.9898736435574795
2005-02-25,2.991727744808556
2005-02-28,2.9935604343004965
2005-03-01,2.99540210376936
2005-03-02,2.997202584352464
2005-03-03,2.998963624727579
2005-03-04,3.000707854106616
2005-03-07,3.0024272571578026
2005-03-08,3.004156601963646
2005-03-09,3.005848058744109
2005-03-10,3.0075753895067234
2005-03-11,3.0092877525830954
2005-03-14,3.01105092229359
2005-03-15,3.012816120102842
2005-03-16,3.014611188868291
2005-03-17,3.0164549278369197
2005-03-18,3.0182630970117925
2005-03-21,3.020111051034284
2005-03-22,3.021943272298693
2005-03-23,3.023836053323854
2005-03-24,3.025702297703673
2005-03-25,3.0275577854405054
2005-03-28,3.029457053078107
2005-03-29,3.0313664232010895
2005-03-30,3.0332720438880947
2005-03-31,3.035149082631044
2005-04-01,3.0370023930151255
2005-04-04,3.0389036130030647
2005-04-05,3.0407980691695506
2005-04-06,3.0426727883314113
2005-04-07,3.0445146959459977
2005-04-08,3.04637072555381
2005-04-11,3.0482338886842104
2005-04-12,3.050092185626074
2005-04-13,3.051939587516903
2005-04-14,3.0538311777878815
2005-04-15,3.0557299413824626
2005-04-18,3.0576907600784526
2005-04-19,3.059633897579971
2005-04-20,3.061538272526504
2005-04-21,3.063445837127074
2005-04-22,3.0653726252539086
2005-04-25,3.067306634588271
2005-04-26,3.069230837737651
2005-04-27,3.0711702886047143
2005-04-28,3.0731410151531935
2005-04-29,3.0751210119568992
2005-05-02,3.077072215965389
2005-05-03,3.0790085801445297
2005-05-04,3.0809219899673197
2005-05-05,3.082796166122816
2005-05-06,3.084693745393942
2005-05-09,3.0865843968871416
2005-05-10,3.088483295663891
2005-05-11,3.090393487980247
2005-05-12,3.0922693635218392
2005-05-13,3.094149426415871
2005-05-16,3.0960458734268492
2005-05-17,3.097956684102115
2005-05-18,3.0998666428123576
2005-05-20,3.1017798115815367
2005-05-23,3.1037459062670414
2005-05-24,3.10571932403238
2005-05-25,3.1076615303875883
2005-05-26,3.109603934710298
2005-05-27,3.111510874455044
2005-05-30,3.1133821700736437
2005-05-31,3.1152053007265317
2005-06-01,3.1170243499022994
2005-06-02,3.118788677994039
2005-06-03,3.120557112365257
2005-06-06,3.1223503614554775
2005-06-07,3.1241425711194744
2005-06-08,3.125924411999972
2005-06-09,3.1277373110412117
2005-06-10,3.12954194073026
2005-06-13,3.1313600448921544
2005-06-14,3.1331657275287084
2005-06-15,3.1349631064624117
2005-06-16,3.1367521589588456
2005-06-17,3.138539109863479
2005-06-20,3.140351011504662
2005-06-21,3.142154594405444
2005-06-22,3.1439665016633596
2005-06-23,3.145771118857228
2005-06-24,3.147583027183
2005-06-27,3.149403277111535
2005-06-28,3.1512193642849864
2005-06-29,3.153020830017067
2005-06-30,3.154814955933816
2005-07-01,3.1565828460460947
2005-07-04,3.1583727106944863
2005-07-05,3.1601730265547356
2005-07-06,3.161964926928938
2005-07-07,3.163770437793772
